,price
17582,2394000
12373,2745000
22614,1667936
13669,1974060
7519,3702600
9991,705000
9206,730000
9556,1417000
10225,2140000
4470,1766000
17275,1250000
10985,2105000
1969,1268000
12595,1627000
5757,1770800
6294,1103000
12115,2358000
13605,1267200
7595,1652676
9110,1177000
3249,1099000
6570,762000
6638,1834000
15398,1842000
12504,1523000
125,2142400
16170,19000000
5370,1300000
1239,4018880
2289,1088000
19124,2070000
8467,1162000
20969,1115000
1229,1200000
9200,2828888
6980,941000
5178,1540000
10724,2620000
20677,1803000
1058,2371000
6262,1489000
15360,1891000
281,946880
14846,1585000
968,1513000
16001,1571000
20337,1913600
1939,2085000
23399,3128888
17658,1033980
619,1077000
18309,1750000
1742,1580000
17774,1568000
18587,1616600
14135,762800
9847,1439000
3568,2607000
15563,1380000
6116,4220000
23670,1150000
3178,788000
19576,1760000
9499,1368000
6099,2400000
16959,1321593
10552,2761000
13994,1412000
22287,4000000
15635,1079000
6276,1924000
9472,855000
22498,1374000
13149,1381000
11083,2126000
5724,1049900
10831,1747000
16653,1193539
629,1126000
11970,1375000
19465,1541000
19850,1368000
6430,1354000
3374,1536000
12588,8246000
23678,1300000
13760,1225620
10238,1508500
20740,1180000
2113,1310000
3216,784000
13125,2400000
3814,3280000
8321,1640000
3155,788000
14296,1480000
2278,1038888
4599,2020000
13,3400000
1646,1688888
17909,1198368
2365,2300000
4648,2220000
12197,1190000
374,1360000
21913,12500000
525,1330000
9131,828000
11561,1545000
13910,2085000
12765,2466000
19975,782280
19342,1360000
529,3924620
15596,2580336
20098,681210
21116,1238000
9461,1367000
12473,3075000
17778,1000910
12201,1638000
12582,1750000
11171,2404000
23542,2028000
12003,1896200
6563,1879000
4703,5434500
15282,923000
18096,2021000
15921,2626000
23565,1950000
955,1578000
6675,1260000
3453,907000
12803,2296000
15140,1880000
8595,1458000
2071,4600000
956,1533000
16542,917723
14036,1486000
7005,1441000
352,3208000
13518,1272150
16309,2000000
6236,1246000
12732,2224000
8946,1089000
14025,1404000
22467,1183000
2920,1850000
15711,1541000
4644,940000
661,1803000
16082,2504000
7057,1840000
10181,1738500
20049,1123400
16690,1307323
4790,1494030
2356,1500000
11894,1155200
18311,1105950
23300,2560000
19811,1034370
20022,1598130
17650,1962000
13612,2548260
1560,1222000
11787,970000
10326,1732000
7179,1099000
15349,1502000
15313,764000
13258,1788000
4109,2200000
21288,931000
514,3258230
894,837000
8601,793000
16405,4450000
23636,2580000
899,831000
207,2120800
22499,1913000
458,17050000
2430,1200000
13629,1996830
3389,1311000
3911,1711000
21767,1760000
552,3918300
19528,2299080
6917,964000
18440,2250000
1925,1275120
17018,1176640
6082,2334000
22864,853000
18279,1973000
22012,660000
105,2105400
3041,3488000
16369,1638000
10361,1145500
18093,1989000
89,1606400
15525,2100000
10433,1173500
19558,1848888
17301,1071000
14451,2500000
18333,996870
12236,1473000
14056,1750000
6368,1257000
16385,1920000
9127,1118000
8905,1769500
2720,1910000
16019,1697000
13621,1943370
8783,1211000
15822,1160000
23489,1045000
19501,1420000
23086,3525000
10640,2204000
9768,1514000
13399,1678000
3762,1000000
213,2080100
17162,894167
19880,1031130
22300,16000000
18427,2098000
8920,1429000
21804,2100000
6154,1110000
8357,2460000
17773,1725000
4167,5150000
20172,812800
16967,1148659
23604,1140000
23683,1218000
16500,1335000
5109,4563000
23437,950000
22473,1570000
8712,1741000
1763,1420000
18259,2031000
13547,1191960
11536,1293000
15069,1078000
3224,1792000
526,1900000
15251,676000
19330,1800000
20857,1978000
12091,2237000
5655,1842000
8884,1188000
6059,1662000
17343,1141000
6342,1291000
20017,1072000
13997,1420000
17434,1151172
8782,1200000
8711,1741000
3380,1121000
3676,2976000
5776,1318500
22575,1199287
6573,1742000
21563,1380000
1607,1830000
19994,805240
23422,3750000
23699,1150000
15883,1828000
17175,1412442
8984,718000
19440,1570000
15522,1380000
1980,2100000
11425,1500000
19982,1102080
17317,992000
12155,1550000
12857,2374000
7424,2150000
5626,1071500
1682,1200000
16133,1850000
20563,1577000
16335,1536800
6446,1171000
20500,1313000
988,1205000
15083,1595000
11645,1398000
19280,2950000
20162,1421880
11722,2067400
3093,2550000
19539,2641000
13261,1328000
13998,1464000
18207,2036000
17482,1690500
10396,1162000
2844,1200000
9078,1734000
3342,1909000
16422,5300000
6540,1399000
14288,2920000
3356,835000
13025,1356000
11745,1409000
11801,1468000
14414,2173000
7813,1649796
23387,2090000
21510,1210000
2428,1170000
21427,2006354
21730,4080000
11939,1441000
21195,1219600
17070,1285184
4799,3071480
2353,3700000
16378,1850000
11383,1635000
20953,2629000
19136,1740000
9077,1734000
8073,4037062
14859,1410888
17424,1189170
23147,4210000
7491,3659000
17649,1983000
12771,1198000
22858,1280000
7059,1270000
13507,2090880
16661,1700384
5084,2518000
2382,2200000
571,2293000
1435,1338300
13281,903000
9439,1244000
21736,1600000
11718,874000
14749,1295000
10706,2373000
5445,2200000
1007,1241000
4543,881888
12987,5866000
7009,1057000
2064,1330000
1136,2260000
9882,1140000
21727,2535610
10177,1712500
294,1115000
16077,2579000
18787,1544000
3998,2020000
9766,1065000
3741,1750000
11700,2005200
2719,2000000
22779,1020000
12713,1320000
14870,1123000
21534,1350000
16370,1696000
2808,1543000
9017,718000
16940,1302791
16106,3851000
21179,657000
2469,1060000
3738,1960000
20670,1426000
13481,1650000
18988,2040000
362,4700000
6924,1310760
18088,950800
14688,1050000
2139,1800000
19623,1670000
18767,1736000
7314,1506000
20695,1630000
1312,2500000
20314,1941600
6183,779000
11303,2688000
1591,1235000
22997,1535000
18546,1483600
2396,1060000
16701,1315294
14559,2235480
9516,1117000
5233,1858000
22394,1852000
21452,984900
20420,1080000
8987,2798888
3020,2400000
9903,1494000
8228,1290000
9105,1693000
13913,2955150
5295,2490000
3972,1780000
21754,1618000
14663,2250000
4133,1650000
974,2070000
7291,1328000
15585,2896550
17338,957000
9752,1371000
13774,1285020
5016,2245000
17602,1225000
10874,2604000
13239,17550000
18024,1043000
17674,1711000
11873,1099000
17764,2174000
1933,2400000
4675,5605000
10222,2647000
892,897000
7287,1297000
21260,1038600
7906,3714441
14551,2394578
18850,1200000
7657,4604000
10106,1192000
18297,1782000
11362,1600000
13832,2288880
19120,1632000
726,1184000
7214,2435000
8245,1558000
18180,1945000
15876,1631000
20229,1005600
14199,4100000
10745,2095000
17320,1117000
18649,959400
17208,1150611
7274,1332000
11593,1190000
1389,1850000
3564,1557000
9076,1102000
5429,1170000
23563,1080000
16220,1750000
22074,1280000
14899,1505000
15512,1800000
14561,4948320
1868,1610000
8202,1920000
806,1209000
4805,5559160
22310,1880000
12260,2694000
22885,838000
23653,1200000
10426,1770000
9155,1377000
15152,1406000
4494,730000
2632,1140000
14286,2420000
7832,1656518
20772,1472000
14269,2300000
145,2190000
2033,1260000
1165,1966000
11692,1228000
2050,1100000
20144,731440
10816,2139000
12676,1679000
20819,2011000
3430,1000000
22234,5376000
7069,1181000
4361,4120000
10616,2563000
18155,2058000
19895,828800
271,1390000
12984,1475000
8436,1047000
18416,1865000
12316,2909000
23436,1510000
9005,1319000
23312,1868000
3810,2650000
13919,2537370
15775,2635300
9996,1462000
4346,1800000
545,1020000
19625,2590000
8502,1158000
11713,1762000
15229,1546000
9323,1293000
13737,14830200
15520,1680000
7564,7025850
17304,1373200
15317,1558000
22669,988000
11779,1228000
6640,1317000
8230,1335000
12651,1599000
20662,1704000
2983,2500000
16514,1965760
13409,1814000
2667,18475512
19607,2475000
9374,1395000
21776,2035000
614,1159000
19945,792000
17850,1661000
4497,1280000
19426,1558000
18803,1647000
21469,1480200
3294,1357000
6737,1852000
1500,1504000
9018,718000
17905,1967000
22668,1258000
15023,1032000
11122,1217000
4232,1520148
8820,1212000
4430,878888
12045,903000
16774,1033616
23544,1780000
12182,1499000
8592,787000
4806,1535960
22465,1219000
13849,1964000
20377,1952800
11918,1486000
21771,1405000
15896,1204000
5319,1190000
7119,1623000
2421,1180000
21988,1780000
1750,2360000
11344,1650000
19092,1680000
12254,1956000
23373,2170000
338,3400000
11855,2250200
1341,1500000
23172,3430000
3640,1871313
16713,1329788
21520,1020000
3004,1628000
6960,1347000
4090,5700000
16314,1560000
18706,1263200
20581,1066000
19933,1560460
9650,1801000
8363,1630000
20587,1720000
22911,1350000
12418,2409000
13350,912000
22514,1715000
18023,951000
9130,1716000
60,2176600
1240,3500000
22144,3950005
5136,1668000
2343,2300000
15048,1461000
2120,4280000
1524,1680000
7617,3957169
153,2164000
14536,2515550
481,3638000
6122,5400000
12652,1504000
12112,1348000
15850,1220000
1762,1390000
15826,1350000
15507,4650000
8942,820000
7715,1779436
21792,2400000
4853,4196000
2711,1600000
20534,2159000
17717,1114000
11046,1592000
6819,1301000
21799,3700000
20234,1558820
20508,1437000
13081,1525000
21874,2355000
11555,1232000
21172,634000
19250,2238000
17770,1019090
5941,981600
3067,3190000
22599,1586376
3629,2650000
23074,1510000
3028,2180000
2969,2330000
11664,1048000
8646,1168000
15156,1408000
22659,1240680
4263,1480000
17029,1316066
15646,1292000
7992,2953883
18458,2200000
16725,1322541
8041,1680000
15988,2335000
1622,1628000
12875,2538000
22180,1950000
7184,1318000
5475,710000
16458,2306000
8996,1145000
11372,2530000
8633,1249000
18435,1300000
18925,2317000
17685,977000
22261,7300327
1304,1700000
8428,1489000
4033,1400000
2599,1650000
12808,2398000
2573,1170000
3186,1318000
19152,1540000
4831,4213800
20607,1346000
16086,3760000
2106,2300000
19063,1500000
15517,1410000
12880,2658000
17771,2353000
23324,3500000
22432,1293000
22370,2163000
7083,1497000
13192,3192000
1279,1583550
13221,5621000
804,1241000
14596,2000000
17939,1060000
20875,1160000
11382,2160000
4566,908000
23319,2550000
15358,996000
4841,4611960
19978,981540
10112,1214000
8705,1392000
20561,1066000
17692,1778000
13859,1287000
9106,1693000
3452,785070
20079,1473540
20626,1557000
2198,1180000
16032,1228000
4425,930000
6150,1677000
14289,2160000
17327,1370900
822,1183000
15070,1102000
21389,1653946
8356,1720000
22003,1550000
20931,1850000
12175,1374000
18922,2528000
15149,1115000
9503,1359000
21591,2980340
23139,17500000
22530,1469000
13575,1796850
3054,1260000
20059,806880
7218,1297000
6722,1219000
3300,888000
19694,847260
8519,726000
16380,2008888
10682,2330000
14295,1688888
22338,2150000
10998,2135000
12600,1532000
17216,906767
11271,3105000
23467,1234000
19846,1287090
7643,1693969
16438,6100000
14422,1779000
19835,1264090
10093,1193000
1481,2539300
4873,2958000
13087,1510000
16002,1268000
8038,3013000
12342,2775000
19719,1299200
22400,2286000
21310,1560650
5797,1226500
11485,7000000
5232,2550000
21467,2065154
6645,1065000
15534,2070000
5490,745000
768,1308000
18449,1150000
7311,1303000
23631,1150000
20908,2800000
2717,1700000
2079,18500000
951,2047000
2482,1025000
9181,1143000
1759,1530000
9984,1203000
20806,1180000
9916,1491000
21566,1768888
20085,1700680
4243,4975560
17072,1172746
19816,640800
13395,928000
4944,3018000
17350,1098000
5588,1000000
16241,8880000
10395,1162000
19097,1850000
4757,1597440
4380,1620000
13472,1730000
22359,1580000
19956,936440
12997,1525000
5299,855000
1990,2200000
12312,2975000
12951,1524000
17589,3160000
13490,6080000
4971,3633000
23385,2143000
13226,3341600
6783,1327000
3600,2830000
23675,1165000
8070,2500000
8577,1459000
7973,1621840
10314,2626000
1625,19888800
16920,1917468
7970,4006237
13224,5920000
4212,1450000
6456,1173000
19891,822400
9524,1715500
11694,1823000
2708,1450000
21415,1242542
6514,2284000
4662,6204000
20405,1150000
1854,2996000
3072,1650000
19256,4738000
19414,1487000
14755,995000
1645,1685000
3417,1141700
3476,882000
23181,5250000
11053,2243000
1792,3240000
13718,1815660
15114,1281000
3797,1900000
3368,3000000
11559,1219000
7196,1222000
23286,1830000
21493,1088682
22408,1050000
11641,1290000
8795,1119000
22891,1345000
126,1665500
5959,2204900
20260,1396800
13635,1416690
15343,2115000
4451,1378000
7147,1499000
19915,795200
827,1062000
23275,1480000
17368,1475620
11473,5350000
7783,1659398
10380,1148000
23210,2600000
2443,970000
10541,1452000
16729,1347905
814,1380000
22550,1821000
12999,5926000
11397,1760000
22622,2500000
23450,1258200
14153,1093000
12298,1524000
5779,1030600
2116,4150000
793,1293000
10147,1047000
6898,1705000
2674,2718000
16478,878000
15770,1798888
20609,1052000
3756,12800000
2891,855000
18755,1593800
14382,2475000
20103,808380
3228,1356000
7863,1615225
6359,1202000
22776,885888
22412,1734000
13429,1380000
11104,1520800
18249,2196000
13946,4194630
4612,930000
19029,1820000
2243,925000
5373,935000
2336,2880000
17334,1189900
11260,3010000
1120,2389000
10789,2162000
18588,1577900
419,1400000
922,1214000
9446,1386000
5408,1300000
5788,1134300
22126,3650000
15374,2289000
21951,1370300
17586,2409000
22149,2300000
8389,893000
1970,2063880
11302,3110000
4018,1580000
3687,2430000
18381,1979000
20417,778000
12790,1750000
11246,3002000
1248,2550000
2192,2761000
19096,1680000
9184,1068000
18574,1682712
4670,5471300
21526,1000000
5984,1314400
6565,765000
7804,1791920
11954,1065000
6943,1702000
9510,1461000
10535,795000
18520,970000
17449,988000
14060,1155000
16984,1267691
20611,1327000
7577,3039010
77,1674100
19282,1588000
15524,1400000
21204,1178800
9064,1147000
8007,1724580
21852,1720000
5951,1680000
11157,1202000
3391,785000
5415,1300000
18944,1140000
8162,1875000
19019,1800000
5256,1508000
3530,1239000
8567,1723000
1908,2771000
22853,970000
235,1525000
12219,2950000
17988,1337500
7984,1827451
9310,1463000
3490,1464000
14231,2800000
18378,2436000
19208,1915000
22882,870000
10568,2117000
1342,1000000
8512,1394000
1619,1310000
5287,2468888
18444,1280000
7041,1386000
2219,1040000
9865,2143500
22422,1215000
16644,1184632
22975,1200000
12977,1515000
20128,707130
14594,1805000
18410,1530000
6988,1451000
20618,1533000
1917,1463000
1828,1826800
9765,1065000
12607,1492000
12941,2548000
6233,1292000
22939,1850000
6283,902000
4208,2150000
12819,2388000
16608,2930692
9333,1209000
6469,1310000
23029,1738000
13746,2677950
15385,1681000
13703,2132460
10954,2195000
846,1628000
20673,1108000
5560,5700000
13234,2456000
14309,1750000
18935,925000
13917,8350000
117,1682500
8837,759000
22350,1190000
14043,1936000
8659,1259000
16389,1575000
5342,1420000
9111,1131000
10787,2793000
4324,842000
17447,2437000
2590,1450000
13046,1445000
20119,1102400
13918,8650000
10589,2177000
19901,795200
11613,1719000
6767,1094000
5622,1296000
1605,1228000
18117,1041000
22947,860000
3812,3510000
14277,1400000
17260,1043200
10554,2627000
10167,1136000
1761,1770000
15679,991000
21785,1820000
19123,1700000
2472,1150000
15913,1226000
6738,1341000
15728,1104000
12199,2595000
7943,1582574
12910,2442000
14369,1468000
20590,1747000
6371,894000
16616,1475637
8258,1820000
7561,3842760
9795,1146000
6168,1282000
11475,7150000
3596,1987000
6288,1079000
4632,2050000
15147,1057000
16509,1330000
6229,1853000
17680,1193820
18360,1792000
23099,7600000
10267,1170000
12772,1188000
5750,1455800
8152,2600000
13503,2579940
3086,2500000
1906,3550000
6882,976000
7673,1898000
19729,1041660
8172,2420000
23038,1540000
5870,1296000
19181,1220000
17302,1098000
18030,1368000
5122,2378000
5126,3450000
13623,1806750
15034,1446000
4621,1340000
6809,1309000
16748,1064834
15745,1688888
11479,4300000
2125,1880000
8150,1160000
8717,1412000
13013,1464000
55,8500000
17022,1288837
302,1230000
22195,1730000
17660,1187199
14178,2700000
13568,1681020
4432,925000
20028,1176930
20527,1713000
19262,1810000
12394,1190000
10478,1994000
10453,1733000
5240,2060000
22574,1257419
10488,1434000
16282,1425000
14124,800000
10160,1741000
18977,2100000
18777,1559900
16907,1187199
6376,1878000
6981,1710000
13716,1907730
3900,1542000
23279,1880000
12891,1273000
21969,1150000
21508,1060000
11314,1500000
10161,1608000
17055,880130
4188,1930000
666,1808000
3266,1472000
18271,2444000
8472,1140000
9911,1500000
12647,1658000
22415,1341000
11637,1247000
6090,1555000
6238,1278000
15183,1210000
7350,1100000
17144,1193112
6254,841000
18290,1747000
12234,2092000
12015,1614000
3818,2050000
6269,1272000
4300,855000
5569,1360000
14388,2242000
7941,1688207
4164,10800008
22355,1190000
19963,1352700
19216,3600000
21833,1800000
19856,1258400
22711,680000
16521,4200000
7043,1768000
4892,2126190
18564,1232652
10320,1196500
19561,2197206
4854,2736490
4637,1620000
21499,1524194
9550,1497000
20645,2978000
17715,2934000
10209,1183000
6941,1435000
8017,1624828
22625,2500000
9521,1218000
6949,1342000
6881,959000
13051,1479000
15781,1887888
20914,1576000
4673,3588000
12173,2257000
6996,1305000
1252,1805000
11470,1480000
15254,2067000
19758,816000
19198,1560000
21103,2177000
10040,2798888
4858,2800000
8580,1125000
8427,1489000
17461,2009000
10176,1493500
4363,1210000
17154,2936070
10357,1181500
16633,1198499
14489,3047460
7239,968000
14430,1719000
3419,802000
10015,1083000
23234,1700000
4976,5411000
4544,1730000
21949,1380300
17100,886010
21164,565000
12338,1742000
2048,1380000
5997,1626000
15444,1110000
13456,3648000
20562,1016000
4809,3059520
10916,1238000
3636,2840050
17844,1555000
15106,1119000
5989,2000000
9860,2731000
18384,2021000
12763,1409000
15158,1368000
8175,1440000
404,3100000
384,1290000
8702,1382000
7266,1884000
10344,1190500
18017,1583000
20384,2014400
13772,1541430
21168,900000
6938,1069000
6970,1783000
20309,995200
4158,2350000
23118,2125000
13550,1261260
8415,1166000
2193,1800000
1015,2730000
5124,2508000
19255,2100000
9,3100000
10136,818000
18222,2027000
4804,4197600
16639,1213052
5713,1426200
12677,1674000
19708,819200
1581,3200000
17308,955000
2779,1511250
22516,2020000
13216,17380000
5320,1450000
7312,1309000
14837,4200000
6042,1985000
20159,1695760
4835,2126190
4964,3066000
539,3582928
7483,2552220
19129,1730000
3719,1138000
13659,1306800
9337,1205000
